formalname_region,formalname_city,address,cadastral_registration_date,stage,built_year,exploitation_start_year,project_type,house_type,floor_count_max,floor_count_min,entrance_count,residents_count,area_total,area_residential,area_non_residential,area_common_property,area_land,monument_status,monument_document_date,monument_document_number,deterioration_total,determined_date,floor_type,wall_material,alarm_reason,alarm_reason_other,alarm_document_number,alarm_has_file,exp_name,exp_document_number,exp_document_date,exp_has_file,commission_document_number,commission_document_date,commission_has_file,further_use,decision_deadline_date,planned_resettlement_date,actual_resettlement_date,planned_rooms_count,planned_rooms_square,planned_ppl_count,planned_demolition_date,resettled_rooms_count,resettled_rooms_square,resettled_ppl_count,empty_rooms_count,empty_rooms_square,redemption_amount,planned_providing_area_square,alarm_document_date,year_alarm_document,date_alarm
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Локомотивная, д. 1",26.08.2003,Выведенный из эксплуатации,1964,1964,"1р-447с, кирпичный",Многоквартирный дом,5,5,3,7,2698,2002,"511,5","184,5",3130,Не имеется,,,75,20.10.2010,Железобетонные,Кирпич,Физический износ,,1712,Имеется,,,,Не имеется,151,18.04.2013,Имеется,Снос,30.06.2019,31.12.2023,,12,"252,2",7,31.12.2024,,,,79,"1749,8",,,23.04.2013,2013,49
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Локомотивная, д. 1А",18.12.2003,Выведенный из эксплуатации,1966,1966,"1Р-447С, кирпичный",Многоквартирный дом,4,4,3,0,"2151,7","2005,3",0,"146,4",2667,Не имеется,,,65,27.10.2010,Железобетонные,Кирпич,Физический износ,заключение межведомственной комиссии от 05.10.2012 № 198,2239,Имеется,"ГУ РК ""Геокриологическая служба""",58,05.10.2012,Имеется,198,05.10.2012,Имеется,Снос,30.06.2020,31.12.2019,04.12.2016,,,,31.12.2020,,,,92,"2005,3",,,10.10.2012,2012,46
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Локомотивная, д. 2",20.08.2003,Эксплуатируемый,1963,1963,1Р-447С,Многоквартирный дом,4,4,3,57,"2215,5","1927,3","139,4","148,8","710,9",Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,936,Не имеется,,,,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,70,"1571,3",57,31.12.2025,,,,16,356,,,17.06.2019,2019,56
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Локомотивная, д. 3б",25.10.2008,Эксплуатируемый,1985,1985,ТП-85,Многоквартирный дом,5,5,4,28,"3055,1","2744,9",0,"310,2","910,4",Не имеется,,,50,25.10.2008,,,Физический износ,заключение специализированной организации,1052,Не имеется,"МКУ ""Технический контроль"" МО ГО ""Воркута""",0009-2018/т,12.07.2018,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,53,"1261,8",28,31.12.2025,,,,63,"1483,1",,,20.07.2018,2018,33
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Локомотивная, д. 9",11.09.2005,Эксплуатируемый,1975,1975,1-447-С-37,Многоквартирный дом,5,5,4,30,"3551,4","2628,8","682,5","240,1",3991,Не имеется,,,50,20.03.2009,Железобетонные,Кирпич,Физический износ,"заключение межведомственной комиссии от 29.01.2014 от 19.01.2014, заключение ГУ РК ""Геокриологическая служба"" от 25.03.2012",215,Имеется,"ГУ РК ""Геокриологическая служба""",54,25.03.2012,Имеется,19,29.01.2014,Имеется,Снос,30.06.2019,31.12.2023,,35,"765,4",30,31.12.2024,,,,96,"1863,4",,,05.02.2014,2014,39
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ломоносова, д. 5",23.04.2004,Эксплуатируемый,1963,1963,1-335,Многоквартирный дом,4,4,3,85,"2840,8","2145,6","515,2",180,"686,1",Не имеется,,,61,06.12.2010,Не заполнено,Не заполнено,Физический износ,,955,Не имеется,,,,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,87,"2021,3",15,31.12.2025,,,,5,"124,3",,,19.06.2019,2019,56
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ломоносова, д. 25А",31.10.2005,Выведенный из эксплуатации,1980,1980,,Многоквартирный дом,2,2,2,0,"528,1","487,3",0,"40,8",1600,Не имеется,,,65,08.12.2010,Не заполнено,Не заполнено,Физический износ,,1152,Имеется,"ООО ""Модулор""",1531/1-2016/р,17.08.2016,Имеется,322,12.09.2016,Имеется,Снос,30.06.2020,31.12.2019,31.08.2017,,,,31.12.2020,,,,24,"487,3",,,19.09.2016,2016,36
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Матвеева, д. 9А",,Эксплуатируемый,1981,1981,"1Р-447С, кирпичный",Многоквартирный дом,5,5,8,46,6476,"5619,2","333,1","523,6",,Не имеется,,,50,20.11.2008,,,Физический износ,заключение о техническом состоянии жилого дома,1650,Не имеется,"ООО ""Модулор""",1568-2017/р,20.07.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,97,"2025,5",46,31.12.2025,,,,176,"3593,7",,,11.10.2017,2017,36
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Маяковского, д. 3",29.10.2005,Эксплуатируемый,1962,1962,1-335,Многоквартирный дом,4,4,3,82,"2443,2","2104,2","157,8","181,2","674,7",Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,заключение,1051,Не имеется,"МКУ ""Технический контроль"" МО ГО ""Воркута""",0007-2018/т,10.07.2018,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,86,"1969,4",81,31.12.2025,,,,6,"134,8",,,20.07.2018,2018,56
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Мира, д. 27",05.12.2005,Эксплуатируемый,1961,1961,"1-Р-447С, кирпичный",Многоквартирный дом,3,3,3,7,"1656,1",1500,"45,4","110,7",2613,Не имеется,,,50,14.12.2009,Железобетонные,Кирпич,Физический износ,"заключение ООО ""Спецстрой"" о по результатам обследования технического состояния наружных стен жилого дома",2239,Имеется,,,,Не имеется,197,05.10.2012,Имеется,Снос,30.06.2019,31.12.2023,,9,"194,6",7,31.12.2024,,,,60,"1305,4",,,10.10.2012,2012,51
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Московская, д. 5",31.10.2005,Эксплуатируемый,1950,1950,"ТП-86, кирпичный",Многоквартирный дом,2,2,2,6,"547,6","478,8",0,"68,8","382,3",Не имеется,,,75,10.12.2010,Не заполнено,Не заполнено,Физический износ,,1845,Не имеется,,,,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,12,"358,8",6,31.12.2025,,,,4,120,,,23.12.2019,2019,69
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Московская, д. 10",28.11.2005,Эксплуатируемый,1951,1951,ТП-86,Многоквартирный дом,2,2,2,8,"656,1","269,6","324,1","62,4","462,9",Не имеется,,,64,23.11.2010,Не заполнено,Не заполнено,Физический износ,заключение о техническом состоянии,1268,Не имеется,"МКУ ""Технический контроль"" МО ГО ""Воркута""",0010-2018/m,15.08.2018,Не имеется,238,27.08.2018,Не имеется,Снос,30.06.2025,31.12.2024,,12,"269,6",8,31.12.2025,,,,,,,,03.09.2018,2018,67
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Некрасова, д. 4А",05.12.2005,Эксплуатируемый,1957,1957,"ТП-86, кирпичный",Многоквартирный дом,2,2,1,1,"395,2","363,2",0,32,"1325,2",Не имеется,,,70,10.12.2010,Не заполнено,Не заполнено,Иная,"заключение ООО ""Модулор"" от 08.08.2017 № 1565-2017/р",1653,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,4,"85,6",1,,,,,14,"277,6",,,11.10.2017,2017,60
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Некрасова, д. 5б",05.12.2005,Эксплуатируемый,1959,1959,"1р-447С, кирпичный",Многоквартирный дом,2,2,1,2,"399,5","374,9",0,"24,6","1009,7",Не имеется,,,70,10.12.2010,Не заполнено,Не заполнено,Иная,"заключение ООО ""Модулор"" от 07.08.2017 № 1565/1-2017/р",1651,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,5,"98,8",1,,,,,13,"276,1",,,11.10.2017,2017,58
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Некрасова, д. 6",05.12.2005,Эксплуатируемый,1959,1959,"ТП-85, кирпичный",Многоквартирный дом,2,2,1,15,"496,7","461,5",0,"35,2","995,8",Не имеется,,,70,10.12.2010,Не заполнено,Не заполнено,Иная,"заключение ООО ""Модулор"" от 02.08.2017 № 1565/2-2017/р",1652,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,3,"51,1",2,,,,,22,"410,4",0,"57,6",11.10.2017,2017,58
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Некрасова, д. 10А",27.10.2005,Выведенный из эксплуатации,1959,1959,1Р-447С,Многоквартирный дом,2,2,1,3,"340,8",316,0,"24,8",1575,Не имеется,,,65,09.11.2010,Деревянные,Кирпич,Физический износ,"заключение ООО ""Модулор"" от 17.08.2016 № 1531/2-2016/р",1553,Имеется,"ООО ""Модулор""",1531/2-2016/р,17.08.2016,Имеется,323,12.09.2016,Имеется,Снос,30.06.2019,31.12.2023,,3,"72,1",3,31.12.2024,,,,11,"243,9",,,19.09.2016,2016,57
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Некрасова, д. 12А",05.12.2005,Выведенный из эксплуатации,1957,1957,"ТП-86, кирпичный",Многоквартирный дом,2,2,1,1,"402,4","370,4",32,,"1352,9",Не имеется,,,70,10.12.2010,,,Иная,"заключение ООО ""Модулор"" от 24.11.2016 № 1534/2-2016/р",62,Не имеется,,,,Не имеется,,,Не имеется,Снос,01.03.2018,01.09.2017,,2,"44,8",1,01.09.2018,,,,17,"325,6",,,18.01.2017,2017,60
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Парковая, д. 3",14.11.2011,Эксплуатируемый,1960,1960,"1р-447С, кирпичный",Многоквартирный дом,3,3,3,44,1623,"1513,8",0,"109,2","2856,7",Не имеется,,,72,26.04.2010,,,Физический износ,заключение,2030,Имеется,"ООО ""Модулор""",1488-2015р,20.08.2015,Имеется,486,23.10.2015,Имеется,Снос,30.06.2019,31.12.2023,,48,"1044,5",44,31.12.2024,,,,22,"469,3",0,"44,2",25.11.2015,2015,55
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Пирогова, д. 3",06.12.2005,Эксплуатируемый,1954,1954,"ТП-86, кирпичный",Многоквартирный дом,2,2,2,5,"876,5","823,5",0,53,1643,Не имеется,,,,,Не заполнено,Не заполнено,Иная,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 08.08.2017 № 1567-2017/р",1657,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,5,"128,6",5,,,,,27,"694,9",,,11.10.2017,2017,63
